272.491,1,3.4
272.513,1,3.4
272.099,1,3.4
272.089,1,3.4
272.146,1,3.4
272.024,1,3.4
272.058,1,3.4
272.347,1,3.4
273.994,1,3.4
274.197,1,3.4
275.23,1,3.4
282.245,1,3.4
283.001,1,3.4
282.702,1,3.4
284.351,1,3.4
284.898,1,3.4
281.287,1,3.4
283.219,1,3.4
280.994,1,3.4
279.667,0.8,3.4
277.194,0.8,3.4
275.618,0.8,3.4
275.686,1,3.4
274.242,0.8,3.4
274.228,1,3.4
274.034,0.8,3.4
273.593,1,3.4
273.458,1,3.4
273.465,1,3.4
272.929,1,3.4
272.888,0.8,3.4
273.169,0.8,3.4
275.024,0.8,3.4
275.197,0.8,3.4
276.246,0.8,3.4
280.482,0.8,3.4
282.913,0.8,3.4
283.439,0.8,3.4
285.726,0.8,3.4
286.107,0.8,3.4
282.588,0.6,3.4
284.27,0.8,3.4
282.051,0.6,3.4
280.16,0.6,3.4
278.228,0.4,3.4
276.623,0.8,3.4
276.641,0.8,3.4
276.083,0.8,3.4
275.515,0.8,4
275.033,0.8,4
274.76,0.8,4
274.327,0.8,4
274.314,0.8,4
274.31,0.6,4
273.855,0.8,4
274.004,0.8,4
274.711,0.8,4
275.907,0.8,4
276.866,1,4
283.747,1,4
284.419,1,4
284.181,1,4
285.156,1,4
287.198,1,4
285.18,1,4
285.404,1,4
283.151,1,4
281.286,1,4
277.699,1,4
277.017,1,4
277.514,1,4
276.076,1,4
275.8,1,4.2
276.033,1,4.2
275.826,1,4.2
275.885,0.8,4.2
275.885,0.8,4.2
275.778,0.8,4.2
275.73,0.8,4.2
276.056,0.8,4.2
276.92,0.8,4.2
277.971,0.8,4.2
278.787,0.8,4.2
279.015,0.8,4.2
285.919,0.8,4.2
286.009,0.8,4.2
286.844,0.8,4.2
287.559,0.6,4.2
287.177,0.6,4.2
284.73,0.6,4.2
281.869,0.6,4.2
280.198,0.8,4.2
278.532,0.8,4.2
278.038,0.8,4.2
278.09,0.8,4.2
276.469,0.8,4.2
276.12,0.8,3.8
275.975,0.8,3.8
275.621,0.6,3.8
275.148,0.8,3.8
275.129,0.6,3.8
275.768,0.8,3.8
275.598,0.6,3.8
275.814,0.6,3.8
276.342,0.6,3.8
277.492,0.4,3.8
278.513,0.6,3.8
280.891,0.4,3.8
283.589,0.6,3.8
284.47,0.6,3.8
285.116,0.8,3.8
285.311,0.8,3.8
283.047,0.8,3.8
283.813,0.8,3.8
282.121,0.8,3.8
280.005,0.8,3.8
277.997,0.6,3.8
277.871,0.6,3.8
277.952,0.6,3.8
277.086,0.6,3.8
276.452,0.6,3.4
276.395,0.4,3.4
275.683,0.6,3.4
275.703,0.4,3.4
275.453,0.4,3.4
274.876,0.2,3.4
274.992,0.2,3.4
275.258,0.2,3.4
277.148,0.2,3.4
277.715,0.2,3.4
278.787,0.2,3.4
280.772,0.2,3.4
282.366,0.2,3.4
282.965,0.2,3.4
283.89,0.8,3.4
283.987,0.6,3.4
281.707,0.4,3.4
280.407,0.4,3.4
279.867,0.2,3.4
278.768,0,3.4
277.16,0,3.4
277.081,0,3.4
277.225,0,3.4
276.83,0.2,3.4
276.699,0.2,3.4
276.604,0.2,3.4
276.242,0.4,3.4
276.367,0.2,3.4
276.459,0.2,3.4
275.717,0.2,3.4
275.62,0.2,3.4
275.622,0.2,3.4
275.829,0.2,3.4
276.387,0.4,3.4
279.96,0.2,3.4
279.889,0.4,3.4
282.833,0.8,3.4
